video_id,ts,x1,y1,x2,y2,action,person_id
-5KQ66BBWC4,918,0.541,0.17,0.7,0.497,74,23
-5KQ66BBWC4,918,0.541,0.17,0.7,0.497,80,23
-5KQ66BBWC4,918,0.661,0.244,0.904,0.958,12,26
-5KQ66BBWC4,918,0.661,0.244,0.904,0.958,74,26
-5KQ66BBWC4,918,0.661,0.244,0.904,0.958,80,26
-5KQ66BBWC4,918,0.815,0.204,0.971,0.486,12,24
-5KQ66BBWC4,918,0.815,0.204,0.971,0.486,80,24
-5KQ66BBWC4,919,0.021,0.01,0.834,0.982,12,20
-5KQ66BBWC4,919,0.021,0.01,0.834,0.982,17,20
-5KQ66BBWC4,919,0.021,0.01,0.834,0.982,79,20
-5KQ66BBWC4,919,0.021,0.01,0.834,0.982,80,20
-5KQ66BBWC4,920,0.053,0.0,0.861,0.999,12,20
-5KQ66BBWC4,920,0.053,0.0,0.861,0.999,79,20
-5KQ66BBWC4,921,0.077,0.018,0.93,0.986,12,28
-5KQ66BBWC4,922,0.206,0.168,0.805,0.97,17,29
-5KQ66BBWC4,922,0.206,0.168,0.805,0.97,64,29
-5KQ66BBWC4,922,0.206,0.168,0.805,0.97,9,29
-5KQ66BBWC4,923,0.622,0.133,0.807,0.985,64,31
-5KQ66BBWC4,923,0.622,0.133,0.807,0.985,9,31
-5KQ66BBWC4,925,0.285,0.233,0.541,0.93,17,32
-5KQ66BBWC4,925,0.285,0.233,0.541,0.93,64,32
-5KQ66BBWC4,925,0.285,0.233,0.541,0.93,80,32
-5KQ66BBWC4,925,0.285,0.233,0.541,0.93,9,32
-5KQ66BBWC4,925,0.547,0.145,0.848,0.999,59,33
-5KQ66BBWC4,925,0.547,0.145,0.848,0.999,64,33
-5KQ66BBWC4,925,0.547,0.145,0.848,0.999,9,33
-5KQ66BBWC4,926,0.378,0.222,0.887,0.959,64,34
-5KQ66BBWC4,926,0.378,0.222,0.887,0.959,80,34
-5KQ66BBWC4,926,0.378,0.222,0.887,0.959,9,34
-5KQ66BBWC4,929,0.038,0.038,0.97,0.782,8,35
-5KQ66BBWC4,930,0.016,0.448,0.722,0.707,8,36
-5KQ66BBWC4,930,0.088,0.042,0.94,0.768,8,35
-5KQ66BBWC4,931,0.085,0.047,0.966,0.772,8,35
-5KQ66BBWC4,932,0.088,0.241,0.253,0.897,12,39
-5KQ66BBWC4,932,0.088,0.241,0.253,0.897,80,39
-5KQ66BBWC4,932,0.263,0.269,0.603,0.964,64,38
-5KQ66BBWC4,932,0.263,0.269,0.603,0.964,9,38
-5KQ66BBWC4,932,0.503,0.119,0.947,0.998,64,37
-5KQ66BBWC4,932,0.503,0.119,0.947,0.998,9,37
-5KQ66BBWC4,933,0.017,0.179,0.184,0.874,12,41
-5KQ66BBWC4,933,0.017,0.179,0.184,0.874,80,41
-5KQ66BBWC4,933,0.221,0.3,0.677,1.0,64,37
-5KQ66BBWC4,933,0.221,0.3,0.677,1.0,80,37
-5KQ66BBWC4,933,0.221,0.3,0.677,1.0,9,37
-5KQ66BBWC4,933,0.604,0.187,0.766,0.76,12,40
-5KQ66BBWC4,933,0.604,0.187,0.766,0.76,80,40
-5KQ66BBWC4,934,0.012,0.111,0.344,0.976,12,42
-5KQ66BBWC4,934,0.012,0.111,0.344,0.976,64,42
-5KQ66BBWC4,934,0.012,0.111,0.344,0.976,80,42
-5KQ66BBWC4,934,0.012,0.111,0.344,0.976,9,42
-5KQ66BBWC4,934,0.235,0.156,0.334,0.367,12,43
-5KQ66BBWC4,934,0.235,0.156,0.334,0.367,80,43
-5KQ66BBWC4,934,0.294,0.159,0.464,0.815,12,45
-5KQ66BBWC4,934,0.294,0.159,0.464,0.815,80,45
-5KQ66BBWC4,934,0.419,0.165,0.537,0.391,12,44
-5KQ66BBWC4,934,0.419,0.165,0.537,0.391,80,44
-5KQ66BBWC4,935,0.046,0.258,0.332,0.766,64,47
-5KQ66BBWC4,935,0.046,0.258,0.332,0.766,9,47
-5KQ66BBWC4,935,0.247,0.223,0.382,0.508,12,48
-5KQ66BBWC4,935,0.247,0.223,0.382,0.508,80,48
-5KQ66BBWC4,935,0.313,0.089,0.866,0.964,64,46
-5KQ66BBWC4,935,0.313,0.089,0.866,0.964,80,46
-5KQ66BBWC4,935,0.313,0.089,0.866,0.964,9,46
-5KQ66BBWC4,935,0.361,0.222,0.478,0.448,12,44
-5KQ66BBWC4,935,0.361,0.222,0.478,0.448,80,44
-5KQ66BBWC4,935,0.502,0.224,0.647,0.436,12,49
-5KQ66BBWC4,935,0.502,0.224,0.647,0.436,80,49
-5KQ66BBWC4,936,0.136,0.195,0.304,0.662,12,48
-5KQ66BBWC4,936,0.136,0.195,0.304,0.662,80,48
-5KQ66BBWC4,936,0.347,0.073,0.792,0.979,64,46
-5KQ66BBWC4,936,0.347,0.073,0.792,0.979,80,46
-5KQ66BBWC4,936,0.347,0.073,0.792,0.979,9,46
-5KQ66BBWC4,938,0.23,0.158,0.494,0.856,64,50
-5KQ66BBWC4,938,0.23,0.158,0.494,0.856,80,50
-5KQ66BBWC4,938,0.23,0.158,0.494,0.856,9,50
-5KQ66BBWC4,939,0.285,0.091,0.77,0.948,64,51
-5KQ66BBWC4,939,0.285,0.091,0.77,0.948,80,51
-5KQ66BBWC4,939,0.285,0.091,0.77,0.948,9,51
-5KQ66BBWC4,941,0.031,0.21,0.671,0.959,64,53
-5KQ66BBWC4,941,0.031,0.21,0.671,0.959,9,53
-5KQ66BBWC4,941,0.665,0.252,0.996,0.996,80,52
-5KQ66BBWC4,941,0.665,0.252,0.996,0.996,9,52
-5KQ66BBWC4,942,0.103,0.22,0.726,0.97,64,53
-5KQ66BBWC4,942,0.103,0.22,0.726,0.97,9,53
-5KQ66BBWC4,942,0.661,0.461,0.997,0.996,1,52
-5KQ66BBWC4,942,0.661,0.461,0.997,0.996,64,52
-5KQ66BBWC4,944,0.019,0.182,0.462,0.876,5,54
-5KQ66BBWC4,944,0.019,0.182,0.462,0.876,64,54
-5KQ66BBWC4,944,0.019,0.182,0.462,0.876,80,54
-5KQ66BBWC4,945,0.142,0.109,0.562,0.98,64,54
-5KQ66BBWC4,945,0.142,0.109,0.562,0.98,80,54
-5KQ66BBWC4,945,0.142,0.109,0.562,0.98,9,54
-5KQ66BBWC4,946,0.09,0.187,0.313,0.974,64,54
-5KQ66BBWC4,946,0.09,0.187,0.313,0.974,80,54
-5KQ66BBWC4,946,0.09,0.187,0.313,0.974,9,54
-5KQ66BBWC4,947,0.12,0.006,0.337,1.0,64,54
-5KQ66BBWC4,947,0.12,0.006,0.337,1.0,9,54
-5KQ66BBWC4,947,0.741,0.067,0.889,0.51,12,55
-5KQ66BBWC4,947,0.741,0.067,0.889,0.51,80,55
-5KQ66BBWC4,947,0.882,0.093,1.0,0.654,12,56
-5KQ66BBWC4,947,0.882,0.093,1.0,0.654,80,56
-5KQ66BBWC4,948,0.168,0.084,0.419,0.97,64,54
-5KQ66BBWC4,948,0.168,0.084,0.419,0.97,9,54
-5KQ66BBWC4,948,0.74,0.138,0.892,0.556,12,55
-5KQ66BBWC4,948,0.74,0.138,0.892,0.556,80,55
-5KQ66BBWC4,948,0.881,0.173,1.0,0.727,12,56
-5KQ66BBWC4,948,0.881,0.173,1.0,0.727,80,56
-5KQ66BBWC4,949,0.148,0.083,0.456,0.934,64,54
-5KQ66BBWC4,949,0.148,0.083,0.456,0.934,80,54
-5KQ66BBWC4,949,0.148,0.083,0.456,0.934,9,54
-5KQ66BBWC4,949,0.418,0.184,0.523,0.666,12,57
-5KQ66BBWC4,949,0.418,0.184,0.523,0.666,80,57
-5KQ66BBWC4,949,0.742,0.128,0.89,0.568,12,55
-5KQ66BBWC4,949,0.742,0.128,0.89,0.568,80,55
-5KQ66BBWC4,949,0.879,0.162,1.0,0.709,12,56
-5KQ66BBWC4,949,0.879,0.162,1.0,0.709,80,56
-5KQ66BBWC4,950,0.567,0.164,0.729,0.852,12,58
-5KQ66BBWC4,950,0.567,0.164,0.729,0.852,80,58
-5KQ66BBWC4,951,0.649,0.139,0.886,1.0,64,59
-5KQ66BBWC4,951,0.649,0.139,0.886,1.0,80,59
-5KQ66BBWC4,951,0.649,0.139,0.886,1.0,9,59
-5KQ66BBWC4,951,0.86,0.146,0.98,0.832,12,60
-5KQ66BBWC4,951,0.86,0.146,0.98,0.832,80,60
-5KQ66BBWC4,952,0.302,0.175,0.542,0.952,64,61
-5KQ66BBWC4,952,0.302,0.175,0.542,0.952,80,61
-5KQ66BBWC4,952,0.302,0.175,0.542,0.952,9,61
-5KQ66BBWC4,952,0.783,0.202,0.894,0.825,12,60
-5KQ66BBWC4,952,0.783,0.202,0.894,0.825,80,60
-5KQ66BBWC4,952,0.861,0.191,1.0,0.944,12,62
-5KQ66BBWC4,952,0.861,0.191,1.0,0.944,80,62
-5KQ66BBWC4,953,0.822,0.151,0.993,0.863,12,62
-5KQ66BBWC4,953,0.822,0.151,0.993,0.863,80,62
-5KQ66BBWC4,954,0.018,0.006,0.365,0.82,64,64
-5KQ66BBWC4,954,0.018,0.006,0.365,0.82,9,64
-5KQ66BBWC4,954,0.404,0.184,0.659,0.971,64,63
-5KQ66BBWC4,954,0.404,0.184,0.659,0.971,9,63
-5KQ66BBWC4,954,0.867,0.165,1.0,0.857,12,62
-5KQ66BBWC4,954,0.867,0.165,1.0,0.857,80,62
-5KQ66BBWC4,955,0.113,0.067,0.587,0.99,64,64
-5KQ66BBWC4,955,0.113,0.067,0.587,0.99,9,64
-5KQ66BBWC4,956,0.204,0.103,0.814,0.988,64,65
-5KQ66BBWC4,956,0.204,0.103,0.814,0.988,9,65
-5KQ66BBWC4,957,0.304,0.392,0.755,0.968,64,66
-5KQ66BBWC4,957,0.304,0.392,0.755,0.968,9,66
-5KQ66BBWC4,958,0.232,0.134,0.349,0.715,12,73
-5KQ66BBWC4,958,0.232,0.134,0.349,0.715,80,73
-5KQ66BBWC4,958,0.323,0.193,0.46,0.713,12,71
-5KQ66BBWC4,958,0.323,0.193,0.46,0.713,80,71
-5KQ66BBWC4,958,0.408,0.172,0.512,0.7,12,69
-5KQ66BBWC4,958,0.408,0.172,0.512,0.7,80,69
-5KQ66BBWC4,958,0.555,0.269,0.918,1.0,64,67
-5KQ66BBWC4,958,0.555,0.269,0.918,1.0,80,67
-5KQ66BBWC4,958,0.555,0.269,0.918,1.0,9,67
-5KQ66BBWC4,958,0.592,0.157,0.691,0.342,12,70
-5KQ66BBWC4,958,0.592,0.157,0.691,0.342,80,70
-5KQ66BBWC4,958,0.75,0.178,0.86,0.408,12,72
-5KQ66BBWC4,958,0.75,0.178,0.86,0.408,80,72
-5KQ66BBWC4,958,0.77,0.314,0.941,0.782,64,68
-5KQ66BBWC4,958,0.77,0.314,0.941,0.782,80,68
-5KQ66BBWC4,958,0.77,0.314,0.941,0.782,9,68
-5KQ66BBWC4,959,0.236,0.154,0.336,0.681,12,73
-5KQ66BBWC4,959,0.236,0.154,0.336,0.681,80,73
-5KQ66BBWC4,959,0.323,0.192,0.455,0.687,12,71
-5KQ66BBWC4,959,0.323,0.192,0.455,0.687,80,71
-5KQ66BBWC4,959,0.408,0.162,0.491,0.317,12,76
-5KQ66BBWC4,959,0.408,0.162,0.491,0.317,80,76
-5KQ66BBWC4,959,0.414,0.276,0.743,0.952,64,67
-5KQ66BBWC4,959,0.414,0.276,0.743,0.952,9,67
-5KQ66BBWC4,959,0.591,0.153,0.704,0.632,12,75
-5KQ66BBWC4,959,0.591,0.153,0.704,0.632,80,75
-5KQ66BBWC4,959,0.67,0.191,0.784,0.737,12,74
-5KQ66BBWC4,959,0.67,0.191,0.784,0.737,17,74
-5KQ66BBWC4,959,0.67,0.191,0.784,0.737,80,74
-5KQ66BBWC4,959,0.899,0.152,0.996,0.688,12,77
-5KQ66BBWC4,959,0.899,0.152,0.996,0.688,80,77
-5KQ66BBWC4,960,0.231,0.21,0.591,0.987,64,79
-5KQ66BBWC4,960,0.231,0.21,0.591,0.987,80,79
-5KQ66BBWC4,960,0.231,0.21,0.591,0.987,9,79
-5KQ66BBWC4,960,0.544,0.265,0.935,0.998,64,78
-5KQ66BBWC4,960,0.544,0.265,0.935,0.998,9,78
-5KQ66BBWC4,960,0.589,0.119,0.701,0.624,12,75
-5KQ66BBWC4,960,0.589,0.119,0.701,0.624,80,75
-5KQ66BBWC4,961,0.591,0.127,0.708,0.618,12,75
-5KQ66BBWC4,961,0.591,0.127,0.708,0.618,80,75
-5KQ66BBWC4,961,0.663,0.143,0.803,0.712,12,81
-5KQ66BBWC4,961,0.663,0.143,0.803,0.712,80,81
-5KQ66BBWC4,961,0.752,0.143,0.856,0.625,12,80
-5KQ66BBWC4,961,0.752,0.143,0.856,0.625,80,80
-5KQ66BBWC4,962,0.237,0.128,0.348,0.691,12,84
-5KQ66BBWC4,962,0.237,0.128,0.348,0.691,80,84
-5KQ66BBWC4,962,0.323,0.18,0.463,0.687,12,85
-5KQ66BBWC4,962,0.323,0.18,0.463,0.687,80,85
-5KQ66BBWC4,962,0.408,0.146,0.506,0.673,12,83
-5KQ66BBWC4,962,0.408,0.146,0.506,0.673,80,83
-5KQ66BBWC4,962,0.607,0.292,0.966,0.971,64,82
-5KQ66BBWC4,962,0.607,0.292,0.966,0.971,80,82
-5KQ66BBWC4,962,0.607,0.292,0.966,0.971,9,82
-5KQ66BBWC4,965,0.192,0.068,0.943,0.974,8,86
-5KQ66BBWC4,966,0.157,0.045,0.981,0.957,8,86
-5KQ66BBWC4,967,0.083,0.105,0.949,0.863,8,86
-5KQ66BBWC4,968,0.125,0.069,1.0,0.924,8,86
-5KQ66BBWC4,969,0.126,0.052,0.968,0.865,79,86
-5KQ66BBWC4,969,0.126,0.052,0.968,0.865,8,86
-5KQ66BBWC4,970,0.122,0.048,1.0,0.903,8,86
-5KQ66BBWC4,971,0.15,0.027,1.0,0.941,79,86
-5KQ66BBWC4,971,0.15,0.027,1.0,0.941,8,86
-5KQ66BBWC4,972,0.083,0.094,0.986,0.957,8,86
-5KQ66BBWC4,975,0.148,0.144,0.773,1.0,6,87
-5KQ66BBWC4,978,0.009,0.034,0.781,0.992,11,88
-5KQ66BBWC4,980,0.004,0.046,0.643,1.0,12,89
-5KQ66BBWC4,985,0.032,0.077,0.965,0.97,12,90
-5KQ66BBWC4,985,0.032,0.077,0.965,0.97,34,90
-5KQ66BBWC4,988,0.328,0.464,0.469,0.869,10,91
-5KQ66BBWC4,988,0.328,0.464,0.469,0.869,79,91
-5KQ66BBWC4,989,0.202,0.311,0.37,0.808,12,91
-5KQ66BBWC4,989,0.202,0.311,0.37,0.808,79,91
-5KQ66BBWC4,991,0.261,0.253,0.377,0.738,14,92
-5KQ66BBWC4,993,0.275,0.262,0.422,0.812,10,92
-5KQ66BBWC4,993,0.275,0.262,0.422,0.812,79,92
-5KQ66BBWC4,994,0.295,0.066,0.543,0.923,10,92
-5KQ66BBWC4,994,0.295,0.066,0.543,0.923,79,92
-5KQ66BBWC4,996,0.064,0.288,0.215,0.904,10,93
-5KQ66BBWC4,1000,0.426,0.21,0.562,0.405,10,94
-5KQ66BBWC4,1003,0.031,0.249,0.822,0.997,79,95
-5KQ66BBWC4,1004,0.058,0.194,0.944,1.0,79,95
-5KQ66BBWC4,1010,0.29,0.044,1.0,1.0,11,96
-5KQ66BBWC4,1010,0.29,0.044,1.0,1.0,17,96
-5KQ66BBWC4,1010,0.29,0.044,1.0,1.0,48,96
-5KQ66BBWC4,1011,0.303,0.054,1.0,0.968,11,96
-5KQ66BBWC4,1011,0.303,0.054,1.0,0.968,17,96
-5KQ66BBWC4,1011,0.303,0.054,1.0,0.968,79,96
-5KQ66BBWC4,1012,0.216,0.042,1.0,0.982,11,96
-5KQ66BBWC4,1012,0.216,0.042,1.0,0.982,17,96
-5KQ66BBWC4,1012,0.216,0.042,1.0,0.982,79,96
-5KQ66BBWC4,1013,0.318,0.064,1.0,0.971,11,96
-5KQ66BBWC4,1013,0.318,0.064,1.0,0.971,17,96
-5KQ66BBWC4,1013,0.318,0.064,1.0,0.971,79,96
-5KQ66BBWC4,1014,0.311,0.043,1.0,0.973,11,96
-5KQ66BBWC4,1014,0.311,0.043,1.0,0.973,17,96
-5KQ66BBWC4,1014,0.311,0.043,1.0,0.973,79,96
-5KQ66BBWC4,1015,0.447,0.031,1.0,0.983,11,96
-5KQ66BBWC4,1015,0.447,0.031,1.0,0.983,17,96
-5KQ66BBWC4,1015,0.447,0.031,1.0,0.983,79,96
-5KQ66BBWC4,1016,0.377,0.041,0.998,0.976,17,96
-5KQ66BBWC4,1016,0.377,0.041,0.998,0.976,79,96
-5KQ66BBWC4,1017,0.345,0.034,1.0,0.979,12,96
-5KQ66BBWC4,1017,0.345,0.034,1.0,0.979,17,96
-5KQ66BBWC4,1017,0.345,0.034,1.0,0.979,79,96
-5KQ66BBWC4,1018,0.315,0.041,1.0,0.982,11,96
-5KQ66BBWC4,1018,0.315,0.041,1.0,0.982,17,96
-5KQ66BBWC4,1018,0.315,0.041,1.0,0.982,79,96
-5KQ66BBWC4,1019,0.345,0.008,1.0,0.996,11,96
-5KQ66BBWC4,1019,0.345,0.008,1.0,0.996,17,96
-5KQ66BBWC4,1019,0.345,0.008,1.0,0.996,79,96
-5KQ66BBWC4,1020,0.345,0.024,1.0,0.989,11,96
-5KQ66BBWC4,1020,0.345,0.024,1.0,0.989,12,96
-5KQ66BBWC4,1020,0.345,0.024,1.0,0.989,17,96
-5KQ66BBWC4,1020,0.345,0.024,1.0,0.989,79,96
-5KQ66BBWC4,1021,0.41,0.044,1.0,0.985,11,96
-5KQ66BBWC4,1021,0.41,0.044,1.0,0.985,17,96
-5KQ66BBWC4,1022,0.33,0.052,1.0,0.984,11,96
-5KQ66BBWC4,1022,0.33,0.052,1.0,0.984,17,96
-5KQ66BBWC4,1023,0.325,0.055,1.0,0.984,11,96
-5KQ66BBWC4,1023,0.325,0.055,1.0,0.984,12,96
-5KQ66BBWC4,1023,0.325,0.055,1.0,0.984,17,96
-5KQ66BBWC4,1024,0.353,0.059,1.0,0.992,11,96
-5KQ66BBWC4,1024,0.353,0.059,1.0,0.992,17,96
-5KQ66BBWC4,1025,0.3,0.059,1.0,0.976,11,96
